271496	1	357291	3
271497	1	18171552	3
271498	1	11783459	3
271499	1	9292650	3
271500	1	23845266	3
271501	1	18890773	3
271502	1	24520688	3
271503	1	23727933	3
271504	1	20305833	3
271505	1	25135468	3
271506	1	25740254	3
271507	1	19002388	3
271508	1	2838950	3
271509	1	18201325	3
271510	1	13109907	3
271511	1	1287673	3
271512	1	24454555	3
271513	1	11051648	3
271514	1	4102868	3
271515	1	14833891	3
271516	1	7994193	3
271517	1	3039069	3
271518	1	21714832	3
271519	1	10895030	3
271520	1	1888423	3
271521	1	12913607	3
271522	1	24574439	3
271523	1	22690960	3
271524	1	5908093	3
271525	1	1506656	3
271526	1	25067235	3
271527	1	2606285	3
271528	1	2833081	3
271529	1	1787296	3
271530	1	760389	3
271531	1	13578042	3
271532	1	3100087	3
271533	1	3791727	3
271534	1	1452479	3
271535	1	4112053	3
271536	1	16060259	3
271537	1	24722842	3
271538	1	25089301	3
271539	1	7224066	3
271540	1	16730151	3
271541	1	16922771	3
271542	1	12815731	3
271543	1	21870082	3
271544	1	6277033	3
271545	1	3329227	3
271546	1	3671105	3
271547	1	24941806	3
271548	1	7245572	3
271549	1	913859	3
271550	1	620198	3
271551	1	5671523	3
271552	1	624228	3
271553	1	20697189	3
271554	1	21675341	3
271555	1	10861278	3
271556	1	11093897	3
271557	1	2978106	3
271558	1	1232572	3
271559	1	4958702	3
271560	1	12664175	3
271561	1	13033227	3
271562	1	2092933	3
271563	1	2040258	3
271564	1	23405785	3
271565	1	21350320	3
271566	1	20412260	3
271567	1	1234033	3
271568	1	16405939	3
271569	1	23735629	3
271570	1	5446588	3
271571	1	15676399	3
271572	1	3169318	3
271573	1	11054205	3
271574	1	3340825	3
271575	1	1790131	3
271576	1	24841845	3
271577	1	4262024	3
271578	1	1462110	3
271579	1	9150711	3
271580	1	6341968	3
271581	1	19673256	3
271582	1	24703962	3
271583	1	13719286	3
271584	1	24355024	3
271585	1	3967165	3
271586	1	3487463	3
271587	1	20005995	3
271588	1	1101935	3
271589	1	3907653	3
271590	1	18917889	3
271591	1	24387548	3
271592	1	7935110	3
271593	1	24884634	3
271594	1	24576713	3
271595	1	21488101	3
271596	1	303110	3
271597	1	16523818	3
271598	1	3565641	3
271599	1	24381074	3
271600	1	533561	3
271601	1	19185550	3
271602	1	3084219	3
271603	1	4270825	3
271604	1	4136670	3
271605	1	24810364	3
271606	1	3596547	3
271607	1	1153518	3
271608	1	6379519	3
271609	1	24809109	3
271610	1	1347332	3
271611	1	6291643	3
271612	1	15382276	3
271613	1	6959064	3
271614	1	2609423	3
271615	1	22633151	3
271616	1	24471015	3
271617	1	7263510	3
271618	1	1714065	3
271619	1	25294130	3
271620	1	3460839	3
271621	1	5689793	3
271622	1	14159970	3
271623	1	853854	3
271624	1	560183	3
271625	1	2234229	3
271626	1	21574469	3
271627	1	2625144	3
271628	1	5878578	3
271629	1	2268799	3
271630	1	8325431	3
271631	1	11371878	3
271632	1	9778271	3
271633	1	12771361	3
271634	1	8324503	3
271635	1	10178545	3
271636	1	23842720	3
271637	1	24620069	3
271638	1	12234461	3
271639	1	4852143	3
271640	1	12774070	3
271641	1	18526235	3
271642	1	24221926	3
271643	1	5401167	3
271644	1	594950	3
271645	1	3242882	3
271646	1	2222418	3
271647	1	11609467	3
271648	1	25161727	3
271649	1	19163979	3
271650	1	7751538	3
271651	1	24791800	3
271652	1	4785696	3
271653	1	11781954	3
271654	1	5156163	3
271655	1	23745615	3
271656	1	1216161	3
271657	1	24288764	3
271658	1	23863747	3
271659	1	6569149	3
271660	1	21529855	3
271661	1	17510381	3
271662	1	2440154	3
271663	1	5777102	3
271664	1	24091658	3
271665	1	8351017	3
271666	1	4819800	3
271667	1	12242439	3
271668	1	25615911	3
271669	1	1247194	3
271670	1	19871653	3
271671	1	4050511	3
271672	1	4025910	3
271673	1	17059022	3
271674	1	26376634	3
271675	1	24373461	3
271676	1	1999921	3
271677	1	5033593	3
271678	1	16048251	3
271679	1	22915480	3
271680	1	5839563	3
271681	1	6829898	3
271682	1	1871524	3
271683	1	1689226	3
271684	1	11253924	3
271685	1	5563803	3
271686	1	16721420	3
271687	1	10780658	3
271688	1	19137350	3
271689	1	2911428	3
271690	1	3442003	3
271691	1	22139087	3
271692	1	14276509	3
271693	1	24979583	3
271694	1	11062242	3
271695	1	24811806	3
271696	1	23628565	3
271697	1	8672238	3
271698	1	12472514	3
271699	1	1627196	3
271700	1	22217246	3
271701	1	13938753	3
271702	1	2737198	3
271703	1	24005604	3
271704	1	4799696	3
271705	1	23787121	3
271706	1	6348504	3
271707	1	10397191	3
271708	1	24356997	3
271709	1	5254536	3
271710	1	24916857	3
271711	1	13416844	3
271712	1	23732765	3
271713	1	24536915	3
271714	1	18322665	3
271715	1	2512683	3
271716	1	2934277	3
271717	1	9491285	3
271718	1	15290777	3
271719	1	5766268	3
271720	1	24287724	3
271721	1	15027478	3
271722	1	4601191	3
271723	1	24461636	3
271724	1	11018407	3
271725	1	4097675	3
271726	1	21837773	3
271727	1	8246146	3
271728	1	5068055	3
271729	1	5789157	3
271730	1	24490541	3
271731	1	801443	3
271732	1	16542122	3
271733	1	13471664	3
271734	1	1456053	3
271735	1	7789622	3
271736	1	19671431	3
271737	1	20504990	3
271738	1	19012478	3
271739	1	12198316	3
271740	1	2817043	3
271741	1	8169375	3
271742	1	9374992	3
271743	1	3755168	3
271744	1	4042224	3
271745	1	2330956	3
271746	1	19452479	3
271747	1	3851113	3
271748	1	24808471	3
271749	1	11231470	3
271750	1	9045792	3
271751	1	21388349	3
271752	1	3239785	3
271753	1	14910734	3
271754	1	17912388	3
271755	1	20955781	3
271756	1	4341875	3
271757	1	4887036	3
271758	1	20900703	3
271759	1	1851235	3
271760	1	2275547	3
271761	1	18440210	3
271762	1	15885289	3
271763	1	19444356	3
271764	1	10937312	3
271765	1	9334015	3
271766	1	18730648	3
271767	1	2846447	3
271768	1	6235283	3
271769	1	2715708	3
271770	1	10820790	3
271771	1	14879898	3
271772	1	14103149	3
271773	1	22010587	3
271774	1	14053266	3
271775	1	14352564	3
271776	1	21313516	3
271777	1	13156322	3
271778	1	17494865	3
271779	1	25167854	3
271780	1	2245535	3
271781	1	6959683	3
271782	1	1973910	3
271783	1	9345935	3
271784	1	15945300	3
271785	1	14180020	3
271786	1	8375514	3
271787	1	5001845	3
271788	1	2352531	3
271789	1	2277318	3
271790	1	8817866	3
271791	1	22227988	3
271792	1	552532	3
271793	1	8103207	3
271794	1	21119983	3
271795	1	24168905	3
271796	1	2131796	3
271797	1	483120	3
271798	1	10785494	3
271799	1	7169789	3
271800	1	14462219	3
271801	1	7385199	3
271802	1	21399892	3
271803	1	4951128	3
271804	1	3224722	3
271805	1	16011111	3
271806	1	26542380	3
271807	1	18320872	3
271808	1	13003681	3
271809	1	6950695	3
271810	1	20744765	3
271811	1	13864770	3
271812	1	1294134	3
